非此即彼	以偏概全	心理过滤	否定正面思考	读心术	先知错误	放大	情绪化推理	应该式	乱贴标签	罪责归己	罪责归他	内容
0	0	1	0	0	0	0	0	0	0	0	0	我2月份因为考研成绩不理想一度情绪崩溃到怀疑自己真得了抑郁症了，我曾经有过一次全世界都崩塌了经历，这次跟上次比其实差不多的奔溃，我加了几个抑郁症患者的群，然后看他们在群里的对话，我发现我跟他们不一样的时候心里突然好高兴好高兴，因为我没有患抑郁症，我只是偶尔抑郁，还是可以被治愈的。
0	0	0	0	0	0	1	0	0	0	0	0	一年多以来,会突然因为一些小事突然很难过很难过;;;;我病了吗
0	0	0	0	0	0	0	0	0	1	0	0	走饭 你知道吗 我心里有好多好多话想要说啊 可真的不知道该从何说起 自己一个人胡言乱语 又要发病了 想让自己的大脑麻痹 想永远地离开
0	0	0	0	0	1	0	0	0	0	0	0	感觉对这个世界好失望啊,这个世界根本就不需要我,根本没有任何人爱我,连我自己都厌烦自己。活着好像是为了凑数一样。
0	0	0	0	0	1	0	0	0	0	0	0	又一次,又一次,再一次,不能面对过往的经历,仿佛被过去绑架,也仿佛被过往追杀,甚至,我已经死在了过往里。是没有未来的,一切美好都会消失,甚至也不会有美好发生,而我只能带着这身烂肉继续腐烂
0	1	0	0	0	1	0	0	0	0	0	0	这个世界永远有想也想不到的恶意在等着自己 一切都不值得
0	0	0	0	0	0	0	0	0	1	0	0	或许是自己太烂了才会这样,但是我确实是提不起干劲,我觉得所有事情是没意义的
0	0	0	0	0	0	0	0	0	1	0	0	今天我们都是沙雕
0	0	1	0	0	0	1	0	0	0	0	0	饭饭 我之前一直觉得为失恋那么痛苦的人很可笑 可是现在我离开他真的太悲伤难受了 我失去最后一根救命稻草了
0	0	0	0	0	0	1	0	0	0	0	0	最近工作上好累，而且领导一直给压力，感觉怎么做都做不好，作为一个哥哥，也不称职，作为家里长子，也不称职，好想死一死
0	0	0	0	0	0	0	0	0	1	1	0	饭,觉得自己很没用,除了幼小的孩子,对谁都可有可无,可无能的我却给不了孩子什么,甚至建连一个健康的身体都没能给他,他将来大概也会怨我吧!我的贫穷与无能可能会拖累他。挺想死的。。
0	0	0	0	0	1	0	0	0	1	0	0	饭饭,我有喜欢上了一个根本不会喜欢我的人了,我特别没出息,但是现在也好想哭啊
0	0	0	0	0	0	0	0	0	1	0	0	唉真的像个小丑一样…
0	0	0	0	0	1	0	0	0	0	1	0	我觉得一个人在国外真的太难了 并且因为上这个破学 我没能陪奶奶 我没能在她最最需要我的时候在她身边 我恨死自己了 她走了快一年了。妈妈说一切都会好的，可是我知道我不会了，我永远永远失去奶奶了，没人可以治愈我
0	0	1	0	0	0	0	0	0	0	0	0	难受的时候,任何一根小小的稻草都能把自己压倒 一把坏掉的伞,又一次弄坏的耳机,阴雨天,永远好不了的鼻炎,高以翔…… 感觉全世界只有我活得最糟糕了
0	1	0	0	0	0	0	0	0	0	0	0	被全世界的人否定
0	0	0	0	0	0	0	0	0	1	0	0	我的心十三年前已死 现在不过是一具没有灵魂的行尸走肉
0	0	0	0	0	0	0	0	0	0	1	0	都是我的错对不起
0	0	0	0	1	0	0	0	0	1	0	0	她就是希望全世界讨厌我哈哈,她到处摸黑我,到处演戏自己是个好母亲,我是个多么垃圾的女儿,她做到了,全部人都来指责我,他们凭什么来指责我啊?就凭她的一面之词哈哈
0	0	0	0	0	0	0	0	0	1	0	0	觉得自己恶心
0	0	0	0	0	1	0	0	0	0	0	0	对以后的出路没希望 希望也顾不上我 很害怕 很害怕那天的到来 会跌得很惨 会很绝望
0	0	0	0	0	0	0	0	0	1	0	0	既然没能力做父母 为什么选择要生下我 他们比刽子手还要可恶
0	0	0	0	0	1	0	1	0	0	0	0	我恨体测,能逼犯抑郁症,我现在满脑子都是我不可能完成800米,并且害怕会猝死在田径场
0	0	0	0	0	0	0	0	0	1	0	0	她尖锐 自私 不爱我
0	0	0	0	0	0	0	0	0	1	0	0	也要考虑啊,我自己一无是处,但我还是想用自己的温度力所能及的温暖这个世界
0	0	0	0	0	1	0	0	0	0	0	0	以前总觉得,自己不适合读书,不适合画画,不适合交友。 后来才发现,自己是不适合活着。
0	0	0	0	0	0	0	0	0	1	0	0	今天太难过了,大四的时候准备考研,但是家里人因为经济原因不支持,所以第一次我也放弃了,可是工作了两个月还是想考研,但家里人又因为这个事情不支持我读研,昨晚好不容易才鼓起勇气做了决定,可是打败我的不是考研难度,而是最亲近的家里人……真的觉得太累了,只能蒙在被子里哭,我真的太没用了…
0	0	1	0	0	1	0	0	0	0	0	0	很压抑，很无助，最近发现好像确实是得了抑郁症，工作生活都受到了影响，抑郁症也许真正折磨人的地方就是没人会理解，在别人眼里永远是可笑的矫情，活着很难，很难！
0	0	0	0	0	0	0	0	0	0	1	0	我真的对不起妈妈 我在喝她的血
0	1	0	0	0	0	0	0	0	0	0	0	什么都做不好
0	0	0	0	0	0	0	0	0	1	0	0	抱有这样想法的他们才是有病
0	0	0	0	0	0	1	0	0	1	0	0	好了、下午安装书架、手心磨出水泡、真被自己蠢死了
0	0	0	0	0	0	0	0	0	1	0	0	走在人满为患的大街，感觉自己孤独得像尘，随风飘散
0	0	0	0	0	1	0	0	0	1	0	0	我发现自残真的特别特别有意思,重度抑郁的我估计再也好不了了,想死,特别想,我这么差劲的人怎么还没死。
0	0	0	0	0	0	0	0	0	1	0	0	找工作真的很难 像我这么不优秀的人
0	1	0	0	0	0	0	0	0	0	0	0	让我一次次选择自杀的原因就是世界上所有的男人都会出轨,无论你再好!
0	0	0	0	0	0	0	0	0	1	0	0	在现实中我从未见过和我这般别扭怪异的人
0	0	0	0	0	0	0	0	0	1	0	0	连我自己都讨厌现在的我自己,阴郁,冷漠
0	1	0	0	0	0	0	0	0	0	0	0	人人都冷漠自私,一点暖气都没有
0	0	0	0	0	1	0	1	0	0	0	0	我真的真的真的很难过了，我不知道我为什么要受这样的折磨，我生在这个世上就是最大的折磨。
0	0	0	0	0	0	0	0	0	1	0	0	对不起呀。我又很难过啦,好像从某一天开始好运就丢光了。我努力了也没有奏效,可能真的是我很差劲吧。对不起啦,饭。
0	0	0	0	0	1	0	0	0	1	0	0	饭啊，我好像得抑郁症了，羡慕你做了自己喜欢的人，世界上没有人在乎我的感受呢，我也想自杀，但时间上我不放心的有太多，连这世界都不让我安心的死去，我是不是太贪生怕死，可以抱抱我吗，永远不放开的那种💔
0	0	0	0	0	0	0	0	0	1	0	0	我就是一个矛盾体
0	0	0	0	0	1	0	0	0	1	0	0	最难受的莫过于别人看来挺正常的，只有自己知道浆糊样脑袋，话说的别人听不明白，怎么尝试努力大都那么无力是多么绝望
0	0	0	0	0	1	0	0	0	0	0	0	谁都不要我了，他们都把我扔掉了
0	0	0	0	0	0	0	0	0	1	0	0	那我就是大傻瓜咯
0	0	0	0	0	1	0	0	0	0	0	0	没有人会来救我
0	0	0	0	0	0	0	0	0	1	0	0	知道什么是行尸走肉吗?就像我一样吧,没有表情,没有情绪,没有喜怒哀乐,麻木的活着,机械地生活,没有人会在意我的感受,这漫长的一生啊,你真的是一丝温暖都不愿给我,好冷啊,就像活在地狱里一样
0	1	0	0	0	0	0	0	0	0	0	0	我又来了,好容易被很小的琐事激发情绪。今天房东过来说电器是自己搞坏的,觉得好委屈但是一个人在外面又怕有各种生活麻烦所以很孬地妥协了,开始害怕接下去出现这样的事会不会也要自己承担,觉得很烦燥难过
0	0	0	0	0	0	0	0	0	1	0	0	自私自利,没有亲情,一事无成,呵呵~这就是我吧,啊~啊~每天能好好的活着就已经尽了最大的力气了
0	0	0	0	0	0	0	0	0	1	0	0	那种想死的感觉又来了,我真的事太没用了,我希望我活不过今年,不想一辈子都这样受折磨的活着。
0	0	0	0	0	1	0	0	0	0	0	0	以后的日子越想越悲凉,现在也不过只是挨过一天是一天吧。
0	0	0	0	0	0	1	0	0	1	0	0	我给他们带来好多麻烦噢 我让身边所有的人都不开心 我真是个坏人
0	0	0	0	0	0	0	0	0	1	0	0	我是蛮差劲的呢
0	0	0	0	0	0	1	0	0	0	0	0	我真的很努力了 可是还是比不上别人 或许我也该死死
0	0	0	0	0	0	0	0	0	1	0	0	我好糟糕 我过的好拧巴
0	0	0	0	0	0	0	0	0	0	1	0	什么都是我的错
0	0	0	0	0	0	0	0	0	1	0	0	我是入职3个月的医生 讨厌死医院 工作 科里的大夫护士 她们好装逼 虚假 扯犊子 互相拍马 背后说坏话 老油子 负责吗 我永远也融不进去
0	0	0	0	0	1	0	0	0	0	0	0	今天下了好大的雨 舍友看着我在雨中走着 没有一把伞愿意邀请我 我只能拼命跑掉
0	0	0	0	1	0	0	0	0	0	0	0	我感覺我爸從沒喜歡過我
0	0	0	0	0	0	0	0	0	1	0	0	我好恶心。
0	0	0	0	0	0	0	0	0	1	0	0	你信吗?有人真的天生就是无用的,他的所有品性智商行动能力就是不及旁人,他自己也毫无上进心,什么事也办不了,所以就是废人
0	0	0	0	0	0	0	0	0	1	0	0	这个学期特别累 在异乡好孤独啊 最近自己总是花很多时间在虚无的事情上 感觉自己真的特别不好
0	0	0	0	0	0	0	0	0	1	0	0	我是个怪物
0	0	0	0	0	0	0	0	0	1	0	0	一无是处的我 一无是处的前二十一年
0	0	0	0	0	0	0	0	1	0	0	0	我又做错了什么？我最大的错是一开始就不该来到这个世界上我最大的错是一出生就该夭折我最大的错就是离家出走之后就不该活着回来我最大的错就是服药自尽不应该被救我最大的错就是还舔着脸活在这世上！我该死我最该死！
0	0	0	0	0	0	0	0	0	0	1	0	我哪里做的不好，你告诉我，对不起，我总是执着的不是地方
0	0	0	0	0	0	0	0	1	0	1	0	我真的得离开;;我不配活着;;我有罪我该死
0	0	0	0	0	1	0	0	0	1	0	0	我永远都是多余的
0	0	1	0	0	0	0	0	0	1	0	0	我没有工作的能力我一无是处我什么都不会我有很多很多的困难和阻碍 我活着浪费空气 我很痛苦
0	0	0	0	0	0	0	0	0	1	0	0	现在病症越来越严重了;;;经常在黑夜哭泣的我;;今天早上醒来莫名的流泪;;;不知道为什么;;没有任何原因;;;眼泪流出来的那一刹那 我狠狠的打了自己一巴掌;;对自己说 你它妈有病吧;;;;;;我想告诉你我就是有病;;你越打我 我越兴奋
0	0	0	0	0	0	0	0	0	1	0	0	这个世界这么好 我却那么失败
0	0	0	0	0	0	0	0	0	1	0	0	我想让他从男生宿舍递一根烟给我;;然而他已经睡了 我不知道怎么样才算好 明明安慰我到三点多 我却又自己受不了 而我喜欢十字刀印 想想还是算了 没胆 给别人添麻烦 而我本来就是一个麻烦
0	0	0	0	0	1	0	0	0	0	0	0	我不会好了
0	0	1	0	0	0	0	0	0	0	0	0	已经累到了极致 我很想睡觉 一闭上眼睛脑海里面就回浮现各种想法 我好孤独啊 我想要健康 我想要快乐
0	0	0	0	0	1	0	0	0	0	0	0	我女儿死了。我这辈子都不会好的。
0	0	1	0	0	0	0	0	0	0	0	0	饭饭，我又来了，昨天觉得有点甜，今天又觉得好苦了，没有了阳光，整个人都觉得好丧，想要逃离，可是我又该逃哪里去呢？
0	0	0	0	0	0	0	0	0	1	0	0	我真的恨死了神经大条的人,为什么我不是么
0	0	0	0	0	0	0	0	0	1	0	0	最近好烦,觉得自己的情绪时好时坏!觉得自己很变态!觉得世界很丑陋,世界很恶心!
0	0	0	0	0	0	0	0	0	1	0	0	我最爱的男孩子都不要我了。我好可笑。
0	0	1	0	0	0	0	0	0	0	0	0	每分每秒都活在痛苦绝望中想告别这个世界可每天又在坚持活下去曾经想倾诉却被人嘲笑数落
0	0	0	0	0	0	0	0	0	1	0	0	我真的神经病，活在自己的世界走不出去。很无奈很痛苦。如果不是独生女，我恐怕已经…
0	0	0	0	0	1	0	0	0	0	0	0	十六岁的时候以为未来很大,我可以,到了20岁我发现我没有未来,也给不了父母好的未来。
0	0	1	0	0	1	0	0	0	0	0	0	我好难过,依然是想离开人群的一天,好想哭,好绝望,没人爱我,也没人在意我的离开,就在此时此地永远的入睡也没人会在意,好难过,我真的好难过,活着真的好累,想哭,想离开这个世界
0	0	0	0	0	0	0	0	0	1	0	0	我好像真的很糟糕
0	0	0	0	0	0	0	0	0	1	0	0	我真的不知道未来要怎么办。不知道要做什么。我只想死掉。消失。我这种垃圾就应该这样。
0	0	1	0	0	0	0	0	0	0	0	0	我每天光是走出房门下楼，就感觉好累噢，当我打起精神和人交流的时候内心想逃，好疲惫，好累
0	0	0	0	0	0	0	0	0	1	0	0	明明我不会捉鸡 我害怕 非要我去捉着 明明我一身没梳头没洗脸的样子 非要我出去帮你拿东西;;被别人逼着让自己做不愿意的事 可还是做了 很难受吧 这种该死的人 垃圾
0	0	0	0	0	0	0	0	0	1	0	0	我想过做一个小朋友,可是后来我放弃了。都忘了上一次哭和真正的笑是在什么时候了。再忍忍吧,说不定明天就死了。反正我一直都是一个令人失望的人。
0	0	0	0	0	0	0	0	0	1	0	0	超级废没动力做任何事 家里乱糟糟的不想收拾不想动 每天都如此 自己也不想打理 就想呆坐不想任何事
0	0	0	0	0	0	0	0	0	0	1	0	我不够好,以至于我是被抛弃的。好累。
0	0	0	0	0	0	0	0	0	1	0	0	我好失败啊饭,我想你找你想去找妈妈
0	0	0	0	0	0	0	0	0	1	0	0	真的越来越讨厌“人”了 复杂丑陋的让我厌恶至极;;到不如和小动物相处来的单纯 其实说真的动物比人善良
0	0	0	0	1	0	0	0	0	0	0	0	我就是该死;;谁都会讨厌我吧;;活着干嘛呢
0	0	0	0	0	0	1	0	0	1	0	0	我好讨厌自己啊 总是人来疯 总是不看场合
0	0	0	0	0	0	0	0	0	1	0	0	祝我早点死吧！这种那么晦气倒霉的人，活着浪费空气
0	0	0	0	0	0	0	0	0	1	0	0	我是精神病，我想别人真的抱抱我，陪陪我，可是他们害怕我，他们说要报警来抓我，听到以后我就哭了
0	0	0	0	0	1	0	0	0	0	0	0	真的好不起来了,不会好了,让我离开吧
0	0	0	0	0	0	0	0	0	1	0	0	二百五真多
0	0	0	0	0	0	0	0	0	1	0	0	我也是,感觉自己就是个神经病
0	0	0	0	0	0	0	0	0	1	0	0	其实都很好,只是我不好
0	0	1	0	0	0	0	0	0	0	0	0	早上起来还是觉得很烦很烦很累很累为什么这么多波折为什么就是我
0	0	0	0	0	0	1	0	0	1	0	0	要毕业了,在努力找工作,面试被拒好几次,觉得自己好差劲,好累呀,怎么办
0	0	0	0	0	1	0	0	0	0	0	0	永远都是一个人,一直都是
0	0	0	0	0	0	0	0	0	0	1	0	是我的错
0	0	0	0	0	0	0	0	0	1	0	0	为你什么也做不了 我真的好无能 好讨厌自己
0	0	0	0	0	0	0	0	0	1	0	0	每次我看着镜子 都会发自内心的觉得自己恶心该死 却又非常平静的笑笑 甚至有点开心 这样的我 也可以有死的权利吗 好像做什么都改变不了了 我已经是副丑陋的模样 安慰的话 一点用都没有 对不起啊…我也不知道为什么会变成这样
0	0	0	0	0	1	0	0	0	0	0	0	我感觉我死了都没人关心
0	0	0	0	0	0	0	0	0	1	0	0	今天的伤口比以往都要深,可是为什么不疼?所以我就是个小怪物吧
0	0	0	0	0	0	1	0	0	0	0	0	好害怕,感觉在糟蹋自己的人生,不知道自己可以做什么,为什么大家都那么成功
0	0	0	0	0	0	0	0	0	1	0	0	这还是男朋友吗？这不整个一诈骗犯吗？
0	0	0	0	0	0	0	0	0	1	0	0	我真的很累啊……我的存在没有意义,我没有未来,我是个垃圾……
0	0	0	0	0	0	0	0	0	1	0	0	又是一个不眠的夜晚,凌晨四点,最近工作丢了,天天吃不好睡不好,精神要崩溃,欠的网贷也要全面逾期了,真怕他们给我家人打骚扰电话。很多时候都觉得自己活的真失败,对不起父母想一死解脱
0	0	1	0	0	0	0	0	0	0	0	0	饭 我太累了。甚至打字都觉得累。没希望 没动力。甚至感觉不到疼了。我只想好好睡一觉。没人知道我的状态。连我自己都不知道为什么。晚安祝好
0	0	0	0	0	0	0	0	0	1	0	0	我也想要一个满心满眼都是我的男孩子;;;可是真的好难;;现在的我太糟糕了
0	0	0	0	0	0	0	0	0	1	0	0	我好自私
0	0	0	0	0	0	0	0	1	0	0	0	我就不应该相信任何人
0	0	1	0	0	1	0	0	0	1	0	0	我真的绝望到底了 什么时候才能找到工作 我一辈子都没有出息 不知道我会不会突然离开 起码我现在还不忍心让父母承受这份痛苦 可是我怕有一天突然就 可能一瞬间的想不开 我想挣钱想把上学的贷款还了 不把负担留给家人 那时我才可以离开 在朋友面前依然一副完全正常的样子 可是内心的挣扎不能跟任何人说
0	0	0	0	0	0	1	0	0	1	0	0	别人很正常的一句话,在我眼里被放大无数倍,就会觉得自己很差,然后就止不住的流下泪,其实我不想哭的
0	0	1	0	0	0	0	0	0	0	0	0	又难受了亲生妈妈觉得我干什么都不行,不勇敢不独立不勤劳,爸爸不喜欢沟通,产后抑郁自己面对了三年还是没有好转,夜深人静的时候就想从窗户跳下去解脱…工作的公司拖欠薪酬让我的银行余额也成了负数…尽管自己心里再难受脸上也不能表现出来因为家里人包括自己老公都会觉得天天看见丧脸很烦[笑cry]
0	0	1	0	0	0	0	0	0	0	0	0	喜欢的工作父母不喜欢，我换！父母安排相亲，我去！不是我不想坚持我自己的路，而是我坚持了很久很久 同样的事 不知道吵过多少次，我累了，很早就累了！很想一死百了，可是现在遇到太多有趣的人，有点舍不得！但是我比以前更累了！很迷茫，不知道怎么办！唉
0	0	0	0	0	0	0	0	0	1	0	0	突然的心情就不好了,难受的想把它撕碎,我这样的人是不是就不该活着,没有一点用
0	0	0	0	0	0	0	0	0	1	0	0	我好糟糕 为什么我还不去努力 为什么我能躺在这里荒废自己 为什么?!
0	0	0	0	0	0	0	0	0	1	0	0	我对于谁来说 都是个累赘 都是个多余的 干嘛还要让我存活 把我的生命给那些想活着的人吧 我一点都不想珍惜 我不配
0	0	0	0	0	0	0	0	0	1	0	0	所以让你去问问她;;弱智呆瓜
0	0	0	0	0	0	0	0	0	1	0	0	我觉得我不是抑郁症了,是深井冰
0	0	0	0	0	0	0	0	0	1	0	0	喜欢城市的喧闹，又喜欢安静美丽的山庄，我都快人格分裂了，有时候希望自己有什么超能力，能做点什么，让别人记住你，至少能感觉到自己的存在有意义，而不是整天两点一线，这样或者真的无聊，天天都像复制粘贴一样，感觉自己的存在可有可无，白天装笑晚上失眠，那种感觉睡着了却又感觉还醒着，真的难受
0	0	0	0	0	0	0	0	0	1	0	0	感觉自己只是个累赘
0	0	0	0	0	1	0	0	0	0	0	0	预约了星期三的精神科看病，可是我不想治好。所有的现实不会变好，最终都会向我所预想的最坏结果发展的，短暂的健康还有意义吗？祈祷我得绝症，如果有另一个努力奋斗的人有生命危险的话，请用我替换他，也算是愿望。
0	0	1	0	0	0	0	0	0	0	0	0	活着就是等死，从身体到心，一点一点失去力量
0	0	1	0	0	0	1	0	0	0	0	0	饭饭，分手的第三天，昨天的度日如年已经过去了，我希望自己能够睡个好觉，可是那种被什么压着的感觉又出来了，好羡慕那些能够好好睡觉的人。
0	1	0	0	0	0	0	0	0	1	0	0	胆小 懦弱 一无是处的人啊
0	0	0	0	0	0	0	0	0	1	0	0	我又是个胆小鬼
0	0	0	0	0	1	0	0	0	1	0	0	在演出前一周 腰伤了 今天又更严重了下床都艰难 下周四的汇报演出好害怕上不了给老师留下很差的印象 明天教师资格证也要考试了 无心看书 心里很乱 去了也考不上 不去又错过一次机会 腰好痛 明天考试也放弃了;;丢脸丢脸 废人一个
0	0	0	0	0	0	0	0	0	1	0	0	集体真是太虚伪了。
0	1	1	0	0	1	0	0	0	0	0	0	生病的这些天真的不知怎么过来的 一个接一个的坏消息 等了两年的人又换了一个女朋友 最近好不容易遇到的新的喜欢的人和他前任复合了 这2019连一半都没到 就已经这么难熬了 好像复制了一遍2018 恶心至极
0	0	0	0	0	1	0	0	0	1	1	0	我真差劲所以别人才不会在乎我的感受
0	0	0	0	0	0	0	0	0	1	0	0	晚上真的会很抑郁吗,可我今天白天开心了一整天啊,我就像一个丧家之犬吧?我推开的人,是不是都是留不住的啊
0	0	0	0	0	0	0	1	0	1	0	0	饭饭,我感觉自己好没用,记性越来越差,什么都能忘,跟闺蜜出去买衣服同一家店 ,她问我上次试穿的那件好不好看,我怎么都想不起来,她拿手机给我看照片我才想起来,说了很久要买衣服,总是忘记,昨天说了要买又忘了,今天奶奶问我才想起来
0	0	0	0	0	0	0	0	0	1	0	0	没关系。我也不配。还有好多人和你一样
0	0	0	0	0	0	0	0	0	1	0	0	上一条,也不是说配不配得上吧,那句话说,我总不能阻止他们结交更优秀的人吧,毕竟,拖油瓶会被嫌弃的
0	0	0	0	0	1	0	0	0	0	0	0	现在休了学或许我明年照样还是上不了学,我应该就休学一辈子了
0	0	0	0	0	0	0	0	0	1	0	0	我真是个懦夫,我都不敢当面说对不起
0	0	1	0	0	0	0	0	0	0	0	0	一切都好糟糕。
0	0	0	0	0	0	0	0	0	1	0	0	为什么我被欺负了总是不会发飙，她太恶心了
0	0	0	0	0	1	0	0	0	0	0	0	我是今天才知道“走饭”这个微博的，在知乎上看到的。来这里评论的人，一定都活的不容易吧。我也是。
0	0	0	0	0	1	0	0	0	0	0	0	可是我这一辈子都走不出来了
0	0	0	0	0	0	0	0	0	1	1	0	我开煤气自杀过,没成功,后来重新拾起了生活的信心,很长段时间以为可以了,可那感觉又回来了,因为我的原因我把真正关心我的人的生活也搞得很糟糕,我觉得自己差劲透了,像生锈的螺丝钉,害人也害己,我想留下什么给他们,打算去买个重大意外保险。 生活很美好,无趣只是我而已。
0	0	0	0	0	0	0	0	0	1	0	0	我太病态了
0	0	0	0	0	0	0	1	1	0	0	0	上周好难过～然后给自己定了自杀日期！然后每天煎熬的过着！今天是生日～也是我定下的自杀日期！！呐 今天情绪更是不好！！所以 我应该扛不住了～要去见见你了！
0	0	0	0	0	0	0	0	0	1	0	0	失败的父母只会复制一个自己来消遣,一点也不想管你,垃圾父母
0	0	0	0	1	0	0	0	0	0	0	0	我也是呢,总觉得别人在身后说话就像在评论自己
0	0	0	0	0	0	0	0	1	0	0	0	我觉得我不该存在,可是他们说我值得,哪有啊,只有我知道我不过是伪装的吧,对不起爸爸妈妈,我没做到好好做人,真的难过到死啊
0	0	0	0	0	0	1	0	0	1	0	0	变得优秀,我现在活着都累,一天天行尸走肉一样,怎么变呢,我专科,她本科,我浑浑噩噩过着,她各种活动,学生会都参与了,我各种一无是处,她却完美无缺,她最大的缺点是在这个社会里过于善良,过于努力了
0	0	1	0	0	0	1	0	0	0	1	0	哈哈二十五岁，马上就二十六啦，还是没有男朋友，我妈担心我嫁不出去，我越来越愧疚，感觉对不起他们，生活工作都是一团乱麻，我也好想闭上眼睛，再也不醒过来
0	0	0	0	0	0	1	0	0	1	0	0	当我的所有不堪和腐烂的疮疤都被人看见了。我实在不知道怎么去接受这些东西,烂在心里的秘密,把我拖向死亡的秘密
0	0	0	0	0	1	0	0	0	0	0	0	每一天我的生活都是充斥着负能量的,感觉自己心脏已经出问题了,非常讨厌鸡汤,可是室友总是在分享鸡汤,我不想和他们说,和他们说了,他们又不会停
0	0	1	0	0	0	0	0	0	0	0	0	难受的要发疯，情绪找不到出口，我是怎么了。[泪]
0	0	0	0	0	0	0	0	0	1	0	0	感觉我对这个世界来说就是个多余的
0	0	0	0	0	0	0	0	0	1	0	0	我觉得自己一文不值 一塌糊涂 我好像是一个垃圾;;一文不值的垃圾 我不应该存在的 我为什么要存在
0	0	0	0	1	0	0	0	0	0	0	0	我猜我妈已经下班了,可她还是连电话都没给我打一个。生日也不过是小事,除了奶奶没人觉得重要了。
0	0	0	0	0	0	0	0	0	1	0	0	世界很美好,只是我太糟糕
0	0	0	0	0	0	0	0	0	1	0	0	真的好没用 想死
0	0	0	0	0	0	0	0	0	1	0	0	我真没用 讨厌现在的自己
0	0	0	0	0	0	0	0	0	1	0	0	为什么大家都活得这么轻松啊?怎么就我一个这么垃圾。是不是我本来就不属于这个世界啊,为什么所有我爱的人都抛弃我?
0	0	0	0	0	1	0	0	0	1	0	0	我真的 活的好失败;;消失了也不会有人在意吧。
1	0	0	0	0	0	0	0	0	0	0	0	人生真的是 一场赌博 赌输了就是悲剧 赌赢了才是喜剧 赌的时候总在为自己找借口 不会输的 无所谓的 拼一把吧 然而有多少人满盘皆输后抱头痛哭 隐匿在无尽的人海里
0	0	0	0	0	1	0	0	0	0	0	0	我真的希望一切都好 可是我发现只会越来越坏
0	0	0	0	0	0	1	0	0	1	0	0	我这一生尽是失败
0	0	0	0	0	0	0	0	0	1	0	0	自卑的种子已经在我心中长成参天大树了
0	0	0	0	1	0	0	0	0	0	0	0	感觉我们在他们眼里好没用
0	0	0	0	0	0	0	0	0	1	0	0	我很自私
0	0	1	0	0	0	0	0	0	0	1	0	胡扯，累死了，每天自责恐惧，身体病痛折磨，我还是早早规划一下，早日脱离苦海
0	0	0	0	0	0	0	0	0	1	0	0	我极度不堪,却又十分想要救救你。
0	0	0	0	0	0	1	0	0	0	0	0	我快撑不住了今天已经感觉不到自己的存在了因为我什么都做不好我一点活着的意义都没有只会给别人添麻烦
0	0	0	0	0	0	0	0	0	1	0	0	打LOL认识她,和她语音的时候她都是很开心语调和我说话,哪怕输了游戏也是:啊哦,这把输了诶。她在外企工作,人又漂亮,身边总有些故意为难的同事和一些充斥恶意的臭虫。但是如果就因为生活中不开心的事情让人变得不开心,那样活的很累的。与诸君共勉,学做一个智者,学做生活的主人
0	1	0	0	0	0	0	0	0	0	0	0	不知道什么时候开始,我变的孤独 喜欢独处,不相信任何人,原来被人害一次就感觉全世界的人其实都有目的,没有人会无缘无故的想跟你在一起,说白了就是互相利用而已,就突然讨厌起来和人相处,更讨厌跟男人相处,会恶心,懒的去应付你的想法。
0	0	0	0	0	0	0	0	0	1	0	0	我不需要什么爱情,也不需要什么朋友,都是些恶心的东西,没有一样是真的
0	0	0	0	0	0	0	0	0	1	0	0	我从来没想过二妹会这么跟我闹 我找不到说话的人 觉得自己没用 没地方发泄 亲情不是最美好的东西吗？与我似乎从来没有过 反正也过了二十几年了 过够了 可我又怕死 我舍不得家里我捡的那只别人不要的小狗 我是没出息
0	0	0	0	0	0	0	0	0	1	0	0	然而她不知道我这些年怎么过来的。初中知道了，当时真的自己非常嫌弃自己，觉得自己脏了，真的...被性侵过后伤害是永久的，还会有二次伤害。我感觉自己要疯掉了，太难受了
0	0	0	0	0	0	0	0	0	1	0	0	饭,真是有时想死到不行,可真正自己身体出现啥问题时,又突然很怕死,怕自己一生啥也没留下就遗憾的走了。最近腰一直疼,头发也没剩多少了,我忽然害怕了,饭,你说我是不是太懦弱了?
0	0	0	0	0	0	0	0	0	1	0	0	再也不想喜欢女生了 也不可能喜欢上男生 爱情这种变态的东西我不想拥有了
0	0	1	0	0	0	0	0	0	1	0	0	我为什么这么蠢这么笨简直不想活 天天为自己的蠢尴尬!
0	0	0	0	0	1	0	0	0	1	0	0	我也想有一个美好的原生家庭,至少父母在一起吧,但这只是我的一个遥不可及的梦,真相那么的残忍,而我那么的垃圾,我这辈子也许就这样了,垃圾人一个,perfect
0	0	0	0	0	0	0	0	0	1	0	0	怎么会有你们这么恶心的人
0	0	0	0	0	0	0	0	0	1	0	0	既然在他们眼里我是无用的,那么,我就要把从小到大带给他们的荣誉和骄傲全部收回,让他们在别人面前丢尽脸!!!虚伪虚荣而恶心的人类!
0	0	1	0	0	0	1	0	0	0	0	0	鬼迷心窍 我居然拿手机作弊被发现了!我好后悔 我害怕 我害怕那些人鄙夷失望嘲讽的目光 今晚就和世界道别吧
0	0	0	0	0	0	0	0	1	0	0	0	照顾自己就很难了 ，真的不应该去喜欢别人的
0	0	0	0	0	0	0	0	0	1	0	0	我已经丧失作为人类的情感了 我就是一个不折不扣的怪物
0	0	0	0	0	0	0	0	0	1	0	0	我感觉自己成为废人了,没有朋友,整天沉迷于游戏,谁能拉我一把啊
